STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,OBS_STATUS_4,Observation status 4,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CONVERSION_TYPE,Conversion type,BASE_PER,Base period,PRICE_BASE,Price base
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LUX,Luxembourg,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,475.8288,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LUX,Luxembourg,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,488.3121,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LUX,Luxembourg,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,497.7644,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LUX,Luxembourg,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,507.5859,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LUX,Luxembourg,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,470.688,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LUX,Luxembourg,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2023,,478.3316,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MEX,Mexico,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,38228.25,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MEX,Mexico,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,39075.27,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MEX,Mexico,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,38880.95,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,MEX,Mexico,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,39473.38928,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NLD,Netherlands,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,8866,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NLD,Netherlands,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,8861,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NLD,Netherlands,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,8792,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NLD,Netherlands,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,8806,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NLD,Netherlands,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,8806,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NLD,Netherlands,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,9300,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NLD,Netherlands,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2023,,8316,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NLD,Netherlands,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2024,,8504,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NZL,New Zealand,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,3598,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NZL,New Zealand,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,3754,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NZL,New Zealand,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,3802,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NZL,New Zealand,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,3918,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NZL,New Zealand,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,3716,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NZL,New Zealand,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,3600,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NZL,New Zealand,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,3919,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NZL,New Zealand,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,4008,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NZL,New Zealand,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2023,,3883,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NZL,New Zealand,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2024,,3348,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NOR,Norway,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,2187.22,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NOR,Norway,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,3949.21,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NOR,Norway,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,3926.9,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NOR,Norway,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,4150.795,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NOR,Norway,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,4320.278,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NOR,Norway,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,4189.471,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NOR,Norway,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2023,,3997.338,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NOR,Norway,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2024,,3991.772,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,12485.42,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,12752.78,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,13116.9,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,13673.58,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,13420.3,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2023,,13447.91,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2024,,14158.39,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,PRT,Portugal,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,4890.592,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,PRT,Portugal,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,5006.55,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,PRT,Portugal,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,5213.148,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,PRT,Portugal,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,5281.384,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,PRT,Portugal,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,5278.502,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,PRT,Portugal,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,5310.546,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,PRT,Portugal,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,5323.199,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,PRT,Portugal,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2023,,5338.131,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,PRT,Portugal,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2024,,5549.906,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVK,Slovak Republic,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,1784.18,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVK,Slovak Republic,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,1889.53,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVK,Slovak Republic,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,2057.79,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVK,Slovak Republic,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,2254.09,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVK,Slovak Republic,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,2298.86,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVK,Slovak Republic,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,2611.556,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVK,Slovak Republic,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,2705.327,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVK,Slovak Republic,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,2597.457,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVK,Slovak Republic,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2023,,2560.97,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVK,Slovak Republic,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2024,,2649.365,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,925.94,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,942.84,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,974.1,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,1008.53,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,1052.255,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,1024.076,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,1077.143,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,1029.073,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2023,,1096.856,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2024,,1118.207,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,21157.8,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,21541.8,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,22017.9,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,22229.33,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,22261.69,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,21928.36,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,22852.58,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,23152.95,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SWE,Sweden,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,4421.57,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SWE,Sweden,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,4439.4,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SWE,Sweden,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,4550.93,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SWE,Sweden,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,4415.56,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SWE,Sweden,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,4610.82,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SWE,Sweden,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,4352.135,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SWE,Sweden,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,4139.374,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SWE,Sweden,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2023,,4134.001,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHE,Switzerland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,6030,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHE,Switzerland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,6050,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHE,Switzerland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,5992,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHE,Switzerland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,6012,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHE,Switzerland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,6079,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHE,Switzerland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,6096,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHE,Switzerland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,6130,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHE,Switzerland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,5943,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHE,Switzerland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2023,,6027,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHE,Switzerland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2024,,6038,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
